unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,fraction_eez_ppr,rank_eez_ppr
EEZ_903,Balearic Islands (Spain),EEZ,2019,15335.9862376629,15335.9862376629,0.0,1.0,187,187,28287148.88364155,28287148.88364155,28287148.883641552,26410037.30568266,27236813.42580577,0.0004257408585231046,132
EEZ_950,Nicaragua (Pacific),EEZ,2019,24556.3459940686,24556.3459940686,0.0,1.0,46,46,28085727.266922668,28085727.26692266,28085727.266922656,26566117.21852223,27677506.00575713,0.00042270932599291735,133
EEZ_622,Azores Isl. (Portugal),EEZ,2019,21195.0352962868,21195.0352962868,0.0,1.0,132,132,27576431.66877207,27576431.66877207,27576431.66877207,24900064.89058782,26059454.854341455,0.00041504408033346296,134
EEZ_328,Guyana,EEZ,2019,57488.00087232851,57488.00087232851,0.0,1.0,73,73,27398478.76825124,27398478.76825124,27398478.768251244,19988048.525769576,20927821.099836014,0.0004123657679677997,135
EEZ_901,Sicily (Italy),EEZ,2019,39568.555548646895,39568.555548646895,0.0,1.0,152,152,27016327.359729037,27016327.359729037,27016327.359729033,21399990.68593382,22897615.638034843,0.000406614128966665,136
EEZ_648,Russia (Baltic Sea),EEZ,2019,111294.2692790642,111294.2692790642,0.0,1.0,47,47,25778605.82277208,25778605.822772074,25778605.82277207,23733257.182470594,25211716.740608588,0.00038798557676000107,137
EEZ_916,Yemen (Red Sea),EEZ,2019,27521.2468767345,27521.2468767345,0.0,1.0,41,41,24990523.481711373,24990523.48171137,24990523.48171137,21806466.79740134,22964829.02371655,0.000376124400723836,138
EEZ_804,Ukraine,EEZ,2019,65903.72402365689,65903.72402365689,0.0,1.0,28,28,24463611.249558166,24463611.249558166,24463611.249558173,20051518.324218698,23665034.901305072,0.00036819401272305164,139
EEZ_936,Guatemala (Pacific),EEZ,2019,32146.82570390479,32146.82570390479,0.0,1.0,77,77,23984917.380311072,23984917.380311072,23984917.38031107,18708329.468436148,21685992.365911804,0.00036098934392799815,140
EEZ_332,Haiti,EEZ,2019,25123.6699543932,25123.6699543932,0.0,1.0,57,57,23832130.00848978,23832130.008489776,23832130.00848978,16932952.80603383,19193633.199441336,0.00035868978991079203,141
EEZ_772,Tokelau (New Zealand),EEZ,2019,9835.363687701802,9835.363687701802,0.0,1.0,29,29,23763562.20958886,23763562.209588863,23763562.209588863,23465804.42043172,23559458.571684595,0.00035765779783229735,142
EEZ_277,Germany (North Sea),EEZ,2019,93934.39639776108,93934.39639776108,0.0,1.0,181,181,22262518.47000501,22262518.470005006,22262518.47000501,19233207.47995193,20008624.253656026,0.0003350660671138747,143
EEZ_768,Togo,EEZ,2019,51334.51177780791,51334.51177780791,0.0,1.0,129,129,22085853.6318601,22085853.631860103,22085853.631860096,19613595.78582249,21138321.64229359,0.00033240714096433423,144
EEZ_931,Denmark (Baltic Sea),EEZ,2019,66565.8646210142,66565.8646210142,0.0,1.0,67,67,22017567.609833583,22017567.609833583,22017567.609833587,20086651.322055914,19845788.949558187,0.00033137938981973197,145
EEZ_585,Palau,EEZ,2019,10527.122073695098,10527.122073695098,0.0,1.0,56,56,21756489.01330104,21756489.01330104,21756489.01330104,20459857.100980364,20847627.440702245,0.0003274499791079281,146
EEZ_404,Kenya,EEZ,2019,30334.335852588403,30334.335852588403,0.0,1.0,120,120,21699341.79872701,21699341.798727013,21699341.798727013,12319282.267539116,15970987.67798396,0.0003265898746026974,147
EEZ_428,Latvia,EEZ,2019,100360.1351648573,100360.1351648573,0.0,1.0,45,45,21329723.262881607,21329723.262881614,21329723.26288161,19085893.87546863,20586662.395192724,0.0003210268638721293,148
EEZ_191,Croatia,EEZ,2019,77072.9733877067,77072.9733877067,0.0,1.0,45,45,21110760.218235113,21110760.218235113,21110760.218235113,19747737.5377062,20518792.64284078,0.0003177313209032675,149
EEZ_911,Musandam (Oman),EEZ,2019,22403.744509357803,22403.744509357803,0.0,1.0,40,40,20905875.58165651,20905875.581656512,20905875.581656512,14640018.664670475,16683601.962322408,0.0003146476675653515,150
EEZ_780,Trinidad & Tobago,EEZ,2019,19523.2185592658,19523.2185592658,0.0,1.0,97,97,20381932.081780106,20381932.08178011,20381932.08178011,16725448.86862569,17371133.672092713,0.0003067619610074885,151
EEZ_178,"Congo, R. of",EEZ,2019,43444.3810041495,43444.3810041495,0.0,1.0,56,56,19991660.548274387,19991660.548274383,19991660.548274383,14978805.28126635,17945908.04055065,0.0003008881085943193,152
EEZ_388,Jamaica,EEZ,2019,24803.119502512,24803.119502512,0.0,1.0,58,58,19358996.526972868,19358996.52697287,19358996.52697286,11342146.771208175,12851474.296845695,0.0002913660841338989,153
EEZ_971,Japan (Ogasawara Islands),EEZ,2019,18442.8655651381,18442.8655651381,0.0,1.0,29,29,19260173.04848056,19260173.04848056,19260173.048480563,16880715.86263973,18790740.353105024,0.0002898787234688626,154
EEZ_882,Samoa,EEZ,2019,13979.020508821603,13979.020508821603,0.0,1.0,72,72,18932962.27433015,18932962.274330154,18932962.274330154,16126140.922584653,17497593.51827132,0.00028495397843790026,155
EEZ_634,Qatar,EEZ,2019,18300.125898307102,18300.125898307102,0.0,1.0,47,47,17533760.271710783,17533760.271710783,17533760.27171078,9745305.186637845,14158026.384637725,0.00026389503523041043,156
EEZ_776,Tonga,EEZ,2019,14542.412200733399,14542.412200733399,0.0,1.0,86,86,17016818.719265178,17016818.719265178,17016818.719265178,15387263.798386406,15773312.444911908,0.0002561147127507655,157
EEZ_480,Mauritius,EEZ,2019,15255.362035387398,15255.362035387398,0.0,1.0,70,70,16709126.407168973,16709126.407168973,16709126.407168973,15342067.503346395,15660733.47585427,0.0002514837338687421,158
EEZ_470,Malta,EEZ,2019,7732.9980884831,7732.9980884831,0.0,1.0,213,213,16447013.960324993,16447013.960324993,16447013.960324995,15037040.322183833,15493537.20996647,0.00024753876300554275,159
EEZ_927,Colombia (Caribbean),EEZ,2019,20344.1120639465,20344.1120639465,0.0,1.0,89,89,16307477.884539278,16307477.88453928,16307477.88453928,11365880.576522898,12781366.802599043,0.00024543865001980773,160
EEZ_233,Estonia,EEZ,2019,79757.30638750728,79757.30638750728,0.0,1.0,46,46,16197878.05939343,16197878.059393432,16197878.059393432,14312701.838149164,15527713.484062083,0.0002437890979973146,161
EEZ_898,Clipperton Isl. (France),EEZ,2019,5821.5688911778,5821.5688911778,0.0,1.0,17,17,14841352.716606868,14841352.716606867,14841352.716606867,14828974.37312331,14827387.856212014,0.0002233724675895649,162
EEZ_540,New Caledonia (France),EEZ,2019,11907.664433573698,11907.664433573698,0.0,1.0,55,55,14486808.543640152,14486808.543640148,14486808.543640148,10397068.404729191,12334079.80178462,0.0002180363362882408,163
EEZ_044,Bahamas,EEZ,2019,18392.7135678369,18392.7135678369,0.0,1.0,43,43,14068447.015522763,14068447.015522767,14068447.015522765,12808177.744283037,13494444.73998258,0.00021173971032263357,164
EEZ_226,Equatorial Guinea,EEZ,2019,23094.1925275575,23094.1925275575,0.0,1.0,66,66,13733577.498158086,13733577.498158084,13733577.498158084,11871421.201981438,13198646.387086893,0.0002066996959895347,165
EEZ_180,Congo (ex-Zaire),EEZ,2019,23378.3558839915,23378.3558839915,0.0,1.0,34,34,13711656.088833181,13711656.088833183,13711656.088833181,10401757.13049382,12802584.122159634,0.00020636976384740148,166
EEZ_954,South Africa (Indian Ocean Coast),EEZ,2019,11740.798835807702,11740.798835807702,0.0,1.0,74,74,13513947.448119681,13513947.448119681,13513947.448119681,9917710.889332749,12770241.948723067,0.00020339411413519316,167
EEZ_902,Sardinia (Italy),EEZ,2019,15737.091301901197,15737.091301901197,0.0,1.0,145,145,13470007.001124758,13470007.00112476,13470007.001124758,9902046.85245751,10683465.39783505,0.0002027327804778331,168
EEZ_678,Sao Tome & Principe,EEZ,2019,11530.348500865499,11530.348500865499,0.0,1.0,115,115,13253757.621874493,13253757.621874493,13253757.621874494,12239742.278498132,12346995.80337172,0.0001994780800216009,169
EEZ_222,El Salvador,EEZ,2019,19144.466243662904,19144.466243662904,0.0,1.0,59,59,12763185.689767089,12763185.68976709,12763185.68976709,11638267.52708928,12067122.731464569,0.00019209463828974343,170
EEZ_192,Cuba,EEZ,2019,24306.8393757785,24306.8393757785,0.0,1.0,33,33,12737892.20413025,12737892.204130247,12737892.204130251,7466352.495718972,9593404.459549818,0.00019171395410222188,171
EEZ_278,Germany (Baltic Sea),EEZ,2019,26188.5128491544,26188.5128491544,0.0,1.0,59,59,12082330.078822175,12082330.078822173,12082330.078822175,11496799.626263414,11129550.316418964,0.0001818472975794327,172
EEZ_016,American Samoa,EEZ,2019,5598.672346021601,5598.672346021601,0.0,1.0,109,109,11609368.971725864,11609368.97172587,11609368.97172587,11322458.65979737,11341339.862241525,0.00017472891075962608,173
EEZ_197,Cyprus (North),EEZ,2019,4715.927611698601,4715.927611698601,0.0,1.0,45,45,11569295.26355968,11569295.263559679,11569295.263559679,10868762.794189973,11028655.177494759,0.0001741257741554722,174
EEZ_155,Juan Fernandez Islands (Chile),EEZ,2019,42555.52794494491,42555.52794494491,0.0,1.0,22,22,10134000.51502535,10134000.515025347,10134000.515025344,9872422.321179826,9922996.107974112,0.00015252361053734638,175
EEZ_949,Nicaragua (Caribbean),EEZ,2019,34605.779645753995,34605.779645753995,0.0,1.0,27,27,10055225.175638834,10055225.175638836,10055225.175638836,9541946.973488096,9795688.338512633,0.00015133798802166546,176
EEZ_440,Lithuania,EEZ,2019,34707.5616911521,34707.5616911521,0.0,1.0,43,43,9837795.65518664,9837795.655186638,9837795.655186642,9327889.657551447,9697324.015540378,0.00014806552563648967,177
EEZ_846,Howland & Baker Isl. (USA),EEZ,2019,4352.1546382121005,4352.1546382121005,0.0,1.0,18,18,9583004.046822514,9583004.046822514,9583004.046822514,9506637.802266642,9477228.694487184,0.00014423073837900978,178
EEZ_096,Brunei Darussalam,EEZ,2019,16692.4609859602,16692.4609859602,0.0,1.0,97,97,9457192.928452253,9457192.928452255,9457192.928452251,6450698.669000201,7752166.790152376,0.00014233719535114802,179
EEZ_251,Mozambique Channel Isl. (France),EEZ,2019,3801.8421879604,3801.8421879604,0.0,1.0,27,27,9217280.300397815,9217280.300397815,9217280.300397815,9145338.936293395,9129597.461660808,0.00013872634688216363,180
EEZ_048,Bahrain,EEZ,2019,40820.826476502996,40820.826476502996,0.0,1.0,55,55,9187447.205934381,9187447.205934377,9187447.20593438,5932186.718613792,7932052.627750317,0.00013827733848964201,181
EEZ_414,Kuwait,EEZ,2019,23587.724537113005,23587.724537113005,0.0,1.0,22,22,8850802.026816877,8850802.026816875,8850802.026816877,8234956.306908464,8613150.653751288,0.00013321059923766901,182
EEZ_111,Eritrea,EEZ,2019,10673.441493973301,10673.441493973301,0.0,1.0,58,58,8796685.401941154,8796685.401941154,8796685.401941152,2898023.2958751377,6605497.291251106,0.00013239610717168755,183
EEZ_845,Jarvis Isl. (USA),EEZ,2019,3423.5308595899996,3423.5308595899996,0.0,1.0,17,17,7929382.82878491,7929382.828784909,7929382.828784909,7877968.920842708,7884666.365376899,0.00011934261268153155,184
EEZ_906,Curaçao (Netherlands),EEZ,2019,4837.787794606899,4837.787794606899,0.0,1.0,37,37,7826249.292403802,7826249.2924038,7826249.2924037995,7745679.6449990645,7707048.136192446,0.00011779038270946786,185
EEZ_830,Channel Isl. (UK),EEZ,2019,13336.3851663309,13336.3851663309,0.0,1.0,263,263,7600928.524628068,7600928.52462807,7600928.52462807,4776585.493115955,5751505.527055379,0.00011439915167694053,186
EEZ_308,Grenada,EEZ,2019,3717.1043054865995,3717.1043054865995,0.0,1.0,60,60,7313275.919097777,7313275.919097778,7313275.919097778,6585721.149872309,7228573.0042002555,0.00011006978402880346,187
EEZ_153,Easter Isl. (Chile),EEZ,2019,3582.4039295135995,3582.4039295135995,0.0,1.0,36,36,7297323.667236304,7297323.667236306,7297323.667236306,6917234.642278184,6957741.323394586,0.00010982969177239342,188
EEZ_915,Sweden (West Coast),EEZ,2019,14482.041987962604,14482.041987962604,0.0,1.0,117,117,7256163.265204381,7256163.265204381,7256163.265204381,6314670.509263973,6783703.22676787,0.00010921019968535735,189
EEZ_921,Honduras (Caribbean),EEZ,2019,21241.895209552,21241.895209552,0.0,1.0,88,88,7201096.133289953,7201096.133289952,7201096.133289953,5339937.558466862,5975624.65757964,0.00010838140184100438,190
EEZ_626,Timor Leste,EEZ,2019,6740.4405352820995,6740.4405352820995,0.0,1.0,28,28,7104836.656840956,7104836.656840954,7104836.656840955,5825364.341053546,6128911.235511971,0.00010693263115319285,191
EEZ_368,Iraq,EEZ,2019,17378.277221609,17378.277221609,0.0,1.0,50,50,6545752.48582018,6545752.485820179,6545752.48582018,2297231.475028478,3443843.0572204525,9.851803355849807e-05,192
EEZ_262,Djibouti,EEZ,2019,3605.053587344,3605.053587344,0.0,1.0,41,41,6543782.7076633,6543782.7076633,6543782.7076632995,5472646.548147077,5937417.360052854,9.848838705552035e-05,193
EEZ_344,Hong Kong (China),EEZ,2019,13460.850930421202,13460.850930421202,0.0,1.0,49,49,5045326.844836413,5045326.844836414,5045326.844836414,3532998.8063877104,4545123.895361967,7.593560564502524e-05,194
EEZ_100,Bulgaria,EEZ,2019,17051.512653486603,17051.512653486603,0.0,1.0,34,34,4947572.629646991,4947572.629646991,4947572.629646991,4299706.83993417,4900919.807556647,7.44643381210273e-05,195
EEZ_254,French Guiana,EEZ,2019,6463.6550972397,6463.6550972397,0.0,1.0,65,65,4898958.650204303,4898958.650204303,4898958.650204302,3759036.2749106656,3968148.359222739,7.373266461694631e-05,196
EEZ_910,South Orkney Islands (UK),EEZ,2019,267149.7089344195,267149.7089344195,0.0,1.0,30,30,4841842.867915373,4841842.867915372,4841842.867915372,4829985.802878814,4841801.612785952,7.287303318901651e-05,197
EEZ_897,Kerguelen Isl. (France),EEZ,2019,5596.068903000001,5596.068903000001,0.0,1.0,6,6,4822911.269595499,4822911.269595498,4822911.269595499,4822317.842140515,4822911.269595504,7.258809973902222e-05,198
EEZ_920,Honduras (Pacific),EEZ,2019,6195.853813315599,6195.853813315599,0.0,1.0,25,25,4673613.720149462,4673613.720149463,4673613.720149461,2891752.9802262196,3502192.278722067,7.034106992566026e-05,199
EEZ_239,South Georgia & Sandwich Isl. (UK),EEZ,2019,142823.95840618768,142823.95840618768,0.0,1.0,33,33,4624410.7040542485,4624410.704054248,4624410.7040542485,4600691.82463027,4624140.932766819,6.960053101873576e-05,200
EEZ_175,Mayotte (France),EEZ,2019,2674.2376296267003,2674.2376296267003,0.0,1.0,104,104,4420008.906455407,4420008.906455407,4420008.906455407,3744885.6635713265,4023581.6593649206,6.652414473635147e-05,201
EEZ_970,St Paul and St. Peter Archipelago (Brazil),EEZ,2019,6274.562444918601,6274.562444918601,0.0,1.0,16,16,4397891.451362429,4397891.451362429,4397891.451362429,4385926.956974429,4364349.855989877,6.619126197187195e-05,202
EEZ_422,Lebanon,EEZ,2019,6487.446754114901,6487.446754114901,0.0,1.0,107,107,4354101.235520945,4354101.235520946,4354101.235520945,2964399.180842338,3901732.118175007,6.553218939570125e-05,203
EEZ_977,Yemen (Socotra),EEZ,2019,5568.2319259029,5568.2319259029,0.0,1.0,73,73,4326547.356832713,4326547.356832713,4326547.356832713,3696362.0147488937,4055689.3224935452,6.511748475308691e-05,204
EEZ_967,Aruba (Netherlands),EEZ,2019,2447.9523494379,2447.9523494379,0.0,1.0,63,63,4042215.932560779,4042215.93256078,4042215.932560779,3563435.644190549,3775080.6743692975,6.08381031451146e-05,205
EEZ_077,Trindade & Martim Vaz Isl. (Brazil),EEZ,2019,6471.8616207145,6471.8616207145,0.0,1.0,17,17,3959781.188899115,3959781.1888991147,3959781.188899115,3949283.8349958705,3945602.9935944914,5.959740410248522e-05,206
EEZ_316,Guam (USA),EEZ,2019,1385.0534596170999,1385.0534596170999,0.0,1.0,90,90,3197466.711028016,3197466.7110280166,3197466.7110280166,3101087.696039224,3143967.365198676,4.812405195913364e-05,207
EEZ_084,Belize,EEZ,2019,7918.6908172124995,7918.6908172124995,0.0,1.0,54,54,3161605.34747039,3161605.3474703897,3161605.3474703906,2681146.946846443,2937913.2601305516,4.758431401058195e-05,208
EEZ_212,Dominica,EEZ,2019,1874.1702079981997,1874.1702079981997,0.0,1.0,40,40,3053112.649782929,3053112.6497829296,3053112.6497829296,2854880.1953996676,2889152.4813644695,4.595142501045869e-05,209
EEZ_312,Guadeloupe  (France),EEZ,2019,5032.7505711547,5032.7505711547,0.0,1.0,23,23,3035680.419758,3035680.419758,3035680.419758,2603562.4172396865,2366212.625378204,4.568905807459979e-05,210
EEZ_334,Heard & McDonald Isl. (Australia),EEZ,2019,4250.4902151652,4250.4902151652,0.0,1.0,33,33,3029959.8663934683,3029959.8663934683,3029959.8663934697,2592325.882496666,3028833.774266184,4.560295984990202e-05,211
EEZ_760,Syria,EEZ,2019,4003.3374784953,4003.3374784953,0.0,1.0,51,51,3019943.8712182636,3019943.8712182636,3019943.8712182636,2273637.0677929926,2542874.7689883593,4.545221230010845e-05,212
EEZ_900,Crete (Greece),EEZ,2019,3619.1201016587997,3619.1201016587997,0.0,1.0,73,73,2926602.3167501483,2926602.3167501483,2926602.3167501483,2082504.0435939096,2597538.3403803934,4.404735832565513e-05,213
EEZ_052,Barbados,EEZ,2019,3109.8835019505,3109.8835019505,0.0,1.0,47,47,2898747.7148155924,2898747.7148155915,2898747.7148155915,1886140.035361133,2710902.456865951,4.362812759334563e-05,214
EEZ_092,British Virgin Isl. (UK),EEZ,2019,4102.3911591021,4102.3911591021,0.0,1.0,32,32,2636688.6764859944,2636688.676485995,2636688.6764859944,2025517.2767306413,2239219.47983291,3.9683960564667005e-05,215
EEZ_924,Canada (Arctic),EEZ,2019,1114.2683023097,1114.2683023097,0.0,1.0,16,16,2536391.012531463,2536391.0125314635,2536391.0125314635,2345669.8422986367,2532325.7705398905,3.817441240428108e-05,216
EEZ_642,Romania,EEZ,2019,8116.5109813192985,8116.5109813192985,0.0,1.0,16,16,2431527.305444525,2431527.305444525,2431527.3054445256,2346234.9205780765,2409941.2696078424,3.6596142184586845e-05,217
EEZ_198,Cyprus (South),EEZ,2019,2236.2086502548996,2236.2086502548996,0.0,1.0,90,90,2155727.606393967,2155727.606393967,2155727.606393967,1838666.2815867038,1926519.177215979,3.2445168852590776e-05,218
EEZ_274,Gaza Strip,EEZ,2019,6410.774318524,6410.774318524,0.0,1.0,36,36,2138099.0195414764,2138099.019541476,2138099.019541476,1828535.1939779224,2053169.7933534263,3.217984661272839e-05,219
EEZ_056,Belgium,EEZ,2019,4482.8223030263,4482.8223030263,0.0,1.0,153,153,2108407.8501594816,2108407.8501594816,2108407.8501594816,1812010.9218323133,1905854.5519366036,3.173297428935488e-05,220
EEZ_969,Fernando de Noronha (Brazil),EEZ,2019,7461.650372688001,7461.650372688001,0.0,1.0,39,39,2047092.4737868535,2047092.4737868533,2047092.4737868533,2037405.1001789358,2041401.5790448596,3.0810136109907035e-05,221
EEZ_702,Singapore,EEZ,2019,3539.5904974153,3539.5904974153,0.0,1.0,28,28,1866751.9294676457,1866751.9294676455,1866751.9294676455,1355193.8352168016,1557480.524856959,2.8095888078731845e-05,222
EEZ_570,Niue (New Zealand),EEZ,2019,949.5273417068,949.5273417068,0.0,1.0,70,70,1828455.3453385285,1828455.3453385283,1828455.3453385283,1762683.3254188441,1789147.115883973,2.7519498401825895e-05,223
EEZ_670,Saint Vincent & the Grenadines,EEZ,2019,1694.7906050879,1694.7906050879,0.0,1.0,93,93,1747160.988916773,1747160.9889167729,1747160.9889167729,1429597.53318564,1649077.8247641998,2.6295962963933228e-05,224
EEZ_796,Turks & Caicos Isl. (UK),EEZ,2019,7446.679016808498,7446.679016808498,0.0,1.0,21,21,1613035.7630321903,1613035.7630321903,1613035.7630321903,1304793.9255695636,1524077.7870978552,2.4277286954816945e-05,225
EEZ_939,Israel (Mediterranean),EEZ,2019,2520.914048787,2520.914048787,0.0,1.0,50,50,1575058.5166056717,1575058.5166056715,1575058.5166056715,1062997.3594332822,1351393.9268614114,2.3705703527852353e-05,226
EEZ_008,Albania,EEZ,2019,7591.6342411198,7591.6342411198,0.0,1.0,16,16,1553417.1552911263,1553417.1552911263,1553417.1552911266,1441544.1717010585,1519679.3415048786,2.3379986299030062e-05,227
EEZ_630,Puerto Rico (USA),EEZ,2019,1866.1053035134998,1866.1053035134998,0.0,1.0,36,36,1514296.9073134165,1514296.9073134167,1514296.9073134167,1278081.2516040145,1446815.3783786865,2.2791199920163207e-05,228
EEZ_474,Martinique (France),EEZ,2019,2440.9497922337,2440.9497922337,0.0,1.0,65,65,1473241.0944450698,1473241.09444507,1473241.0944450698,1143596.8788195786,1353237.9877384163,2.2173281971279993e-05,229
EEZ_913,Russia (Laptev to Chukchi Sea),EEZ,2019,6727.8088462,6727.8088462,0.0,1.0,5,5,1455106.3058478127,1455106.305847813,1455106.305847813,1359973.6795253814,1360702.4574267645,2.190034105035897e-05,230
EEZ_662,Saint Lucia,EEZ,2019,1454.7830351649,1454.7830351649,0.0,1.0,72,72,1369040.7680055425,1369040.768005543,1369040.7680055427,1048677.6806679727,1251891.6250043544,2.0604996082191794e-05,231
EEZ_060,Bermuda (UK),EEZ,2019,873.7608096846,873.7608096846,0.0,1.0,37,37,1333927.0877780484,1333927.0877780481,1333927.087778048,1251944.594745224,1293320.29206535,2.007651127704396e-05,232
EEZ_711,Prince Edward Isl. (South Africa),EEZ,2019,974.4787150097001,974.4787150097001,0.0,1.0,18,18,1225800.4341437374,1225800.4341437372,1225800.4341437372,1188081.6649972731,1222776.7918840728,1.8449131489251937e-05,233
EEZ_929,Costa Rica (Caribbean),EEZ,2019,601.562955336,601.562955336,0.0,1.0,14,14,1207332.0916196196,1207332.0916196194,1207332.0916196199,1120825.6491819876,1147064.2961897752,1.8171170354531015e-05,234
EEZ_958,"USA (Alaska, Arctic)",EEZ,2019,1473.428362565,1473.428362565,0.0,1.0,19,19,1202804.8239992876,1202804.8239992876,1202804.8239992878,894497.4422962421,1051004.570512995,1.810303189309142e-05,235
EEZ_028,Antigua & Barbuda,EEZ,2019,3754.318094694,3754.318094694,0.0,1.0,19,19,1185125.45188696,1185125.4518869603,1185125.45188696,811432.4498269468,1051711.3816635697,1.7836945300476056e-05,236
EEZ_899,Corsica (France),EEZ,2019,1565.0256591657,1565.0256591657,0.0,1.0,114,114,1161094.7737815653,1161094.7737815655,1161094.7737815655,672221.425033969,890598.3747902303,1.7475267226465576e-05,237
EEZ_876,Wallis & Futuna Isl. (France),EEZ,2019,971.0058082377002,971.0058082377002,0.0,1.0,71,71,1119183.1426833072,1119183.1426833072,1119183.142683307,813598.6194393582,947449.3641487672,1.6844468630280615e-05,238
EEZ_935,Guatemala (Caribbean),EEZ,2019,4694.347823299001,4694.347823299001,0.0,1.0,23,23,1114718.28132553,1114718.28132553,1114718.28132553,941904.1815302117,1085609.8610575816,1.6777269425600572e-05,239
EEZ_659,Saint Kitts & Nevis,EEZ,2019,1724.273887369,1724.273887369,0.0,1.0,19,19,1106283.6685462072,1106283.668546207,1106283.6685462072,699631.8379555495,1006125.3220770671,1.665032275802548e-05,240
EEZ_736,Sudan,EEZ,2019,1903.800910461,1903.800910461,0.0,1.0,9,9,1065191.496904894,1065191.4969048942,1065191.4969048942,630296.4033463453,630624.815329453,1.60318575848433e-05,241
EEZ_638,Réunion (France),EEZ,2019,537.9865677244,537.9865677244,0.0,1.0,26,26,1039295.5371920002,1039295.5371920001,1039295.5371920002,1016429.7210691373,1029294.7264742714,1.564210575210123e-05,242
EEZ_580,Northern Marianas (USA),EEZ,2019,498.5314401099,498.5314401099,0.0,1.0,62,62,1005725.4354424982,1005725.435442498,1005725.435442498,880955.370346406,979405.8520027468,1.5136852854457446e-05,243
EEZ_654,Saint Helena (UK),EEZ,2019,515.4002517916999,515.4002517916999,0.0,1.0,20,20,982147.5503922047,982147.5503922047,982147.5503922047,973106.9444326712,979520.3046732456,1.4781989624346757e-05,244
EEZ_896,Crozet Isl. (France),EEZ,2019,962.1183434891,962.1183434891,0.0,1.0,7,7,829294.7328154038,829294.7328154038,829294.7328154038,826966.3924129192,829294.7328154031,1.2481450603941773e-05,245
EEZ_488,Hawaii Northwest Islands (USA),EEZ,2019,456.1205398731,456.1205398731,0.0,1.0,16,16,790459.7617226113,790459.7617226114,790459.7617226113,712474.0450342633,775338.5781839541,1.1896957836509602e-05,246
EEZ_396,Johnston Atoll (USA),EEZ,2019,308.29794792170003,308.29794792170003,0.0,1.0,19,19,709090.631793451,709090.6317934509,709090.6317934508,703685.9380181376,694535.5648760073,1.0672297006398432e-05,247
EEZ_907,Bonaire (Netherlands),EEZ,2019,400.2133530319,400.2133530319,0.0,1.0,39,39,677238.29384602,677238.2938460201,677238.2938460199,655588.4639698595,657496.3418869387,1.0192897624032627e-05,248
EEZ_844,Palmyra Atoll & Kingman Reef (USA),EEZ,2019,280.5961402573,280.5961402573,0.0,1.0,17,17,628775.9881433196,628775.9881433196,628775.9881433197,625356.8693576443,625610.4941218644,9.4635069130512e-06,249
EEZ_891,Montenegro,EEZ,2019,1698.0118630171,1698.0118630171,0.0,1.0,70,70,575664.3429432232,575664.3429432232,575664.3429432232,413329.1264975754,477113.8574983947,8.664140475730966e-06,250
EEZ_666,Saint Pierre & Miquelon (France),EEZ,2019,1766.086618522,1766.086618522,0.0,1.0,21,21,574386.8852731779,574386.8852731778,574386.8852731776,532431.3474728933,538876.9446376901,8.644913867655008e-06,251
EEZ_905,St Martin (France),EEZ,2019,547.9161662649999,547.9161662649999,0.0,1.0,29,29,499593.895973369,499593.89597336896,499593.895973369,403687.3066362591,447140.9327517793,7.5192284333614e-06,252
EEZ_400,Jordan,EEZ,2019,387.759999999,387.759999999,0.0,1.0,12,12,448341.8758726021,448341.8758726022,448341.87587260216,383868.65814178856,425852.62560659816,6.7478506204718704e-06,253
EEZ_660,Anguilla (UK),EEZ,2019,1027.036715517,1027.036715517,0.0,1.0,24,24,448305.9886107153,448305.9886107154,448305.9886107153,333813.7039874791,414194.8589122577,6.7473104927358236e-06,254
EEZ_579,Jan Mayen Isl. (Norway),EEZ,2019,534.1534584534,534.1534584534,0.0,1.0,6,6,433429.22305330844,433429.2230533085,433429.2230533085,433129.47100038576,422791.40566658013,6.523405037770722e-06,255
EEZ_904,St Barthelemy (France),EEZ,2019,526.0359177130001,526.0359177130001,0.0,1.0,29,29,405068.1217651294,405068.1217651295,405068.1217651295,327867.426132599,354580.58677155705,6.096551145186561e-06,256
EEZ_037,Macquarie Isl. (Australia),EEZ,2019,434.33,434.33,0.0,1.0,1,1,396113.66785745224,396113.66785745224,396113.66785745224,396113.66785745224,396113.66785745224,5.961780514539346e-06,257
EEZ_951,Panama (Caribbean),EEZ,2019,1550.4602980178997,1550.4602980178997,0.0,1.0,12,12,395402.3380561242,395402.3380561243,395402.33805612416,389516.0933646631,395278.1639613288,5.951074516506239e-06,258
EEZ_850,US Virgin Isl.,EEZ,2019,385.4790666690001,385.4790666690001,0.0,1.0,21,21,359796.24203482084,359796.24203482084,359796.2420348209,294117.7068980834,338872.332180039,5.415178518251985e-06,259
EEZ_086,Chagos Archipelago (UK),EEZ,2019,135.2489756326,135.2489756326,0.0,1.0,22,22,263025.75586093066,263025.7558609307,263025.7558609307,259211.53634591453,256840.26155903548,3.958716786005945e-06,260
EEZ_038,Lord Howe Isl. (Australia),EEZ,2019,111.5646524811,111.5646524811,0.0,1.0,18,18,237070.8824424346,237070.8824424346,237070.88244243458,229416.92982461693,230650.7929449992,3.5680782618654203e-06,261
