unit_id,region_name,region_type,area_km2,selected,selection_reason,unique_area_vs_other_selected_km2,overlap_area_with_other_selected_km2,overlap_fraction_with_other_selected,marginal_objective_km2,replacement_eligible_lme_ids,review_110_120_lme_ids
EEZ_970,St Paul and St. Peter Archipelago (Brazil),EEZ,411909.0341379875,True,EEZ addition: unique added coverage exceeds 1 x new duplicated area,411632.3633061054,276.6708318820456,0.0006716794460724604,411355.6924742234,,
EEZ_971,Japan (Ogasawara Islands),EEZ,1083143.735178347,True,EEZ addition: unique added coverage exceeds 1 x new duplicated area,1082712.5221378016,431.21304054534994,0.0003981124817883453,1082281.3090972563,,
EEZ_972,Glorieuse Islands (France),EEZ,43150.88824823767,False,Excluded: added coverage does not exceed overlap penalty; LME-first preference retained,1850.35874403557,41300.5295042021,0.9571188724229532,-39450.17076016653,,
EEZ_973,"Korea (North, Yellow Sea)",EEZ,24786.694525909683,False,Excluded: added coverage does not exceed overlap penalty; LME-first preference retained,251.47538906569386,24535.21913684399,0.9898544201283949,-24283.743747778295,,
EEZ_974,"Korea (North, Sea of Japan)",EEZ,89031.41368178965,False,Excluded: added coverage does not exceed overlap penalty; LME-first preference retained,517.9653229569317,88513.44835883271,0.9941822183706055,-87995.48303587578,,
EEZ_977,Yemen (Socotra),EEZ,312558.8466419083,False,Excluded: added coverage does not exceed overlap penalty; LME-first preference retained,80195.17368625519,232363.6729556531,0.743423759884381,-152168.49926939793,,
HS_018,Arctic Sea,HS,2534469.570689197,False,Excluded: later coverage made this nonpreferred whole region objective-redundant,189.24709555456766,2534280.3235936426,0.99992533068941,-2534091.076498088,,
HS_021,"Atlantic, Northwest",HS,2641408.173738234,True,High Seas baseline,2539064.4815152595,102343.69222297473,0.03874588306362872,2436720.7892922848,,
HS_027,"Atlantic, Northeast",HS,5456811.052806398,True,High Seas baseline,4766660.062741595,690150.9900648026,0.12647514883438432,4076509.0726767927,,
HS_031,"Atlantic, Western Central",HS,7276771.044136486,True,High Seas baseline,7240328.813821111,36442.23031537514,0.005008022115075305,7203886.583505736,,
HS_034,"Atlantic, Eastern Central",HS,9074854.860688295,True,High Seas baseline,8872903.958914958,201950.90177333727,0.022253898808693457,8670953.05714162,,
HS_041,"Atlantic, Southwest",HS,12307411.116825484,True,High Seas baseline,12280269.82017761,27141.29664787464,0.00220528073615496,12253128.523529734,,
HS_047,"Atlantic, Southeast",HS,14899582.337248132,True,High Seas baseline,14746145.870898351,153436.46634978056,0.010298038084342665,14592709.40454857,,
HS_048,"Atlantic, Antarctic",HS,10359488.961771134,True,High Seas baseline,8671718.012516135,1687770.949254999,0.16292029032351468,6983947.063261136,,
HS_051,"Indian Ocean, Western",HS,16988362.68443659,True,High Seas baseline,15664162.276499787,1324200.4079368021,0.07794750044687539,14339961.868562985,,
HS_057,"Indian Ocean, Eastern",HS,22183562.66485756,True,High Seas baseline,21250564.60772789,932998.0571296699,0.042058080175178245,20317566.55059822,,
HS_058,"Indian Ocean, Antarctic",HS,11042259.202033084,True,High Seas baseline,10237876.73665013,804382.4653829541,0.07284582354622254,9433494.271267176,,
HS_061,"Pacific, Northwest",HS,8979567.80662192,True,High Seas baseline,8845962.5357984,133605.27082351968,0.014878808613148775,8712357.264974881,,
HS_067,"Pacific, Northeast",HS,4953857.152006838,True,High Seas baseline,4606810.923671454,347046.22833538335,0.07005576012517697,4259764.695336071,,
HS_071,"Pacific, Western Central",HS,5192782.620323184,True,High Seas baseline,5181522.900571174,11259.719752009958,0.0021683402859850862,5170263.180819164,,
HS_077,"Pacific, Eastern Central",HS,32242740.840556238,True,High Seas baseline,31554069.488351807,688671.3522044308,0.021358958148439782,30865398.136147376,,
HS_081,"Pacific, Southwest",HS,21470639.815255646,True,High Seas baseline,20597059.05630137,873580.7589542754,0.040687225274654626,19723478.297347095,,
HS_087,"Pacific, Southeast",HS,24727050.43236765,True,High Seas baseline,24478802.51110465,248247.92126299813,0.010039528246282145,24230554.589841653,,
HS_088,"Pacific, Antarctic",HS,10308832.77571737,True,High Seas baseline,8433991.757996183,1874841.0177211873,0.18186743916706138,6559150.740274996,,
LME_001,East Bering Sea,LME,1286076.9881305452,True,LME preferred whole-region baseline,1198317.2103428259,87759.77778771939,0.0682383547778799,1110557.4325551065,,
LME_002,Gulf of Alaska,LME,1483052.121169453,True,LME preferred whole-region baseline,1249340.6611495155,233711.46001993748,0.15758816341238602,1015629.201129578,,
LME_003,California Current,LME,2215007.371490185,True,LME preferred whole-region baseline,1433025.775807345,781981.5956828401,0.3530379202109599,651044.180124505,,
LME_004,Gulf of California,LME,222399.7685962258,True,LME preferred whole-region baseline,222397.20929147568,2.5593047501170076,1.1507677216892751e-05,222394.64998672556,,
LME_005,Gulf of Mexico,LME,1532439.5578843302,True,LME preferred whole-region baseline,1532435.4524291295,4.105455200653523,2.679032383059513e-06,1532431.3469739289,,
LME_006,Southeast U.S. Continental Shelf,LME,301674.42192889133,True,LME preferred whole-region baseline,256213.46363162823,45460.9582972631,0.1506954351866757,210752.50533436512,,
LME_007,Northeast U.S. Continental Shelf,LME,321935.25791646435,True,LME preferred whole-region baseline,321935.25791646284,1.5133991837501526e-09,4.7009426477383505e-15,321935.2579164613,,
LME_008,Scotian Shelf,LME,284630.68453900755,True,LME preferred whole-region baseline,284624.83854325075,5.8459957567974925,2.053888099333268e-05,284618.99254749395,,
LME_009,Newfoundland-Labrador Shelf,LME,909411.1731080089,True,LME preferred whole-region baseline,807059.5806514585,102351.59245655045,0.11254710243635237,704707.988194908,,
LME_010,Insular Pacific-Hawaiian,LME,980512.2770259965,True,LME preferred whole-region baseline,747.1691927446112,979765.1078332518,0.99923798078795,-979017.9386405072,,
LME_011,Pacific Central-American Coastal,LME,1981662.465291764,True,LME preferred whole-region baseline,1770022.7144069548,211639.75088480907,0.10679909146568457,1558382.9635221458,,
LME_012,Caribbean Sea,LME,3262576.84767364,True,LME preferred whole-region baseline,2921014.26693301,341562.58074063016,0.10469104535704016,2579451.68619238,,
LME_013,Humboldt Current,LME,2559648.0480429977,True,LME preferred whole-region baseline,2307421.4853181094,252226.56272488832,0.09853954840304333,2055194.922593221,,
LME_014,Patagonian Shelf,LME,1170311.112854071,True,LME preferred whole-region baseline,913418.1875276332,256892.9253264378,0.21950823375499334,656525.2622011953,,
LME_015,South Brazil Shelf,LME,566579.6220120125,True,LME preferred whole-region baseline,565967.1470106903,612.4750013222219,0.0010810042887656774,565354.6720093681,,
LME_016,East Brazil Shelf,LME,1075217.8820703696,True,LME preferred whole-region baseline,949436.496833531,125781.3852368386,0.11698222968040874,823655.1115966924,,
LME_017,North Brazil Shelf,LME,1054826.778598855,True,LME preferred whole-region baseline,993417.0961190572,61409.68247979786,0.05821778866987945,932007.4136392593,,
LME_018,Canadian Eastern Arctic -West Greenland,LME,1384957.584081398,True,LME preferred whole-region baseline,1384955.5301213684,2.0539600297342986,1.4830490502686624e-06,1384953.4761613386,,
LME_019,Greenland Sea,LME,1208537.6311131367,True,LME preferred whole-region baseline,1117443.2235130747,91094.40760006197,0.07537573117699155,1026348.8159130127,,
LME_020,Barents Sea,LME,2001350.9660391603,True,LME preferred whole-region baseline,1924121.9289504488,77229.03708871151,0.03858845269980517,1846892.8918617372,,
LME_021,Norwegian Sea,LME,1060118.1873210357,True,LME preferred whole-region baseline,834935.5722657854,225182.61505525024,0.21241274581308373,609752.9572105352,,
LME_022,North Sea,LME,696532.8905595425,True,LME preferred whole-region baseline,696530.9512174345,1.9393421079730615,2.784279298591541e-06,696529.0118753265,,
LME_023,Baltic Sea,LME,396444.90371621336,True,LME preferred whole-region baseline,396444.9037162139,-5.238689482212067e-10,-1.3214167802651516e-15,396444.9037162144,,
LME_024,Celtic-Biscay Shelf,LME,762660.9802682624,True,LME preferred whole-region baseline,738536.5074978988,24124.472770363674,0.03163197461849694,714412.0347275351,,
LME_025,Iberian Coastal,LME,303943.39540209086,True,LME preferred whole-region baseline,173146.53112097087,130796.86428111998,0.43033297074307875,42349.66683985089,,
LME_026,Mediterranean Sea,LME,2527801.206996367,True,LME preferred whole-region baseline,2527801.206996364,2.7939677238464355e-09,1.1052956680744442e-15,2527801.2069963613,,
LME_027,Canary Current,LME,1123299.8683993171,True,LME preferred whole-region baseline,872410.2353435444,250889.63305577275,0.22335054077170519,621520.6022877716,,
LME_028,Guinea Current,LME,1918690.5432233866,True,LME preferred whole-region baseline,1630825.8553817307,287864.6878416559,0.15003184794878138,1342961.1675400748,,
LME_029,Benguela Current,LME,1458156.5656590832,True,LME preferred whole-region baseline,1313803.487937436,144353.07772164722,0.09899696721277662,1169450.4102157888,,
LME_030,Agulhas Current,LME,2626846.36963807,True,LME preferred whole-region baseline,2470383.346099873,156463.02353819693,0.05956306594350037,2313920.322561676,,
LME_031,Somali Coastal Current,LME,840641.0911217374,True,LME preferred whole-region baseline,823626.3760599288,17014.715061808587,0.02024016579906228,806611.6609981202,,
LME_032,Arabian Sea,LME,3931902.1047515674,True,LME preferred whole-region baseline,2687234.229626411,1244667.8751251562,0.3165561710249648,1442566.3545012549,,
LME_033,Red Sea,LME,460970.08083065716,True,LME preferred whole-region baseline,460970.0808306612,-4.016328603029251e-09,-8.712775015228585e-15,460970.0808306652,,
LME_034,Bay of Bengal,LME,3664559.241537097,True,LME preferred whole-region baseline,2446261.161349674,1218298.0801874227,0.3324541915923314,1227963.0811622515,,
LME_035,Gulf of Thailand,LME,387309.2560812747,True,LME preferred whole-region baseline,387309.25608127465,5.820766091346741e-11,1.5028729626139595e-16,387309.2560812746,,
LME_036,South China Sea,LME,3164824.0447257855,True,LME preferred whole-region baseline,3163760.036259006,1064.00846677972,0.00033619830099335286,3162696.027792226,,
LME_037,Sulu-Celebes Sea,LME,1013858.8714074758,True,LME preferred whole-region baseline,1013667.5027837458,191.36862373002805,0.00018875272400029717,1013476.1341600157,,
LME_038,Indonesian Sea,LME,2267460.478990507,True,LME preferred whole-region baseline,2258577.0818752735,8883.397115233354,0.003917773737422899,2249693.68476004,,
LME_039,North Australian Shelf,LME,779233.7571536872,True,LME preferred whole-region baseline,779040.5477997832,193.209353904007,0.0002479478746015114,778847.3384458792,,
LME_040,Northeast Australian Shelf-Great Barrier Reef,LME,1281812.9017148397,True,LME preferred whole-region baseline,1272816.3124133686,8996.589301471133,0.007018644678513753,1263819.7231118975,,
LME_041,East-Central Australian Shelf,LME,651954.7372632008,True,LME preferred whole-region baseline,616205.2702558902,35749.467007310595,0.05483427754107747,580455.8032485796,,
LME_042,Southeast Australian Shelf,LME,1191815.5483682519,True,LME preferred whole-region baseline,1191081.8529293002,733.6954389517196,0.000615611568380898,1190348.1574903484,,
LME_043,Southwest Australian Shelf,LME,1014951.130078868,True,LME preferred whole-region baseline,1014439.6191767474,511.51090212061536,0.0005039758929879391,1013928.1082746268,,
LME_044,West-Central Australian Shelf,LME,579356.8063443139,True,LME preferred whole-region baseline,579285.3468563196,71.4594879943179,0.00012334279534095827,579213.8873683253,,
LME_045,Northwest Australian Shelf,LME,910842.4768383015,True,LME preferred whole-region baseline,910818.6302015785,23.846636723028496,2.6180857095954146e-05,910794.7835648555,,
LME_046,New Zealand Shelf,LME,968277.8585268654,True,LME preferred whole-region baseline,7818.645068983311,960459.213457882,0.9919252051463011,-952640.5683888987,,
LME_047,East China Sea,LME,779660.4335896934,True,LME preferred whole-region baseline,779529.7488833724,130.68470632098615,0.00016761746613110895,779399.0641770514,,
LME_048,Yellow Sea,LME,440467.2676753383,True,LME preferred whole-region baseline,440467.2676753389,-5.820766091346741e-10,-1.3214979905469704e-15,440467.2676753395,,
LME_049,Kuroshio Current,LME,1320719.814467396,True,LME preferred whole-region baseline,1190563.480330133,130156.33413726278,0.09854954299277373,1060407.1461928703,,
LME_050,Sea of Japan / East Sea,LME,988300.3380015396,True,LME preferred whole-region baseline,988300.3380015393,2.3283064365386963e-10,2.3558693111921905e-16,988300.3380015391,,
LME_051,Oyashio Current,LME,534330.3467746209,True,LME preferred whole-region baseline,523122.86677008594,11207.480004534998,0.0209748146856841,511915.38676555094,,
LME_052,Sea of Okhotsk,LME,1563892.65463195,True,LME preferred whole-region baseline,1563892.6546319553,-5.3551048040390015e-09,-3.4242150752343575e-15,1563892.6546319607,,
LME_053,West Bering Sea,LME,750343.1420938191,True,LME preferred whole-region baseline,721673.8786774441,28669.263416375034,0.03820820343126475,693004.615261069,,
LME_054,Northern Bering - Chukchi Seas,LME,1332042.5311335474,True,LME preferred whole-region baseline,1331857.5402451458,184.99088840163313,0.00013887761394841406,1331672.5493567442,,
LME_055,Beaufort Sea,LME,1093765.6340757054,True,LME preferred whole-region baseline,1093722.6319541445,43.00212156097405,3.931566344860826e-05,1093679.6298325835,,
LME_056,East Siberian Sea,LME,629972.9022024922,True,LME preferred whole-region baseline,629921.415597712,51.486604780191556,8.172828482016551e-05,629869.9289929318,,
LME_057,Laptev Sea,LME,898998.1635058462,True,LME preferred whole-region baseline,898957.8077608168,40.3557450294029,4.4889685727528705e-05,898917.4520157874,,
LME_058,Kara Sea,LME,993288.5596090119,True,LME preferred whole-region baseline,993236.4441787155,52.1154302963987,5.246756321940614e-05,993184.3287484191,,
LME_059,Iceland Shelf and Sea,LME,480787.1636455053,True,LME preferred whole-region baseline,480787.16364550526,5.820766091346741e-11,1.2106741883896294e-16,480787.1636455052,,
LME_060,Faroe Plateau,LME,104186.75713574768,True,LME preferred whole-region baseline,104184.81701197149,1.9401237761921948,1.8621596731956596e-05,104182.8768881953,,
LME_061,Antarctic,LME,4376383.972115592,True,LME preferred whole-region baseline,7557.525061447479,4368826.447054145,0.998273111977925,-4361268.921992698,,
LME_062,Black Sea,LME,462205.2642152028,True,LME preferred whole-region baseline,462205.2642152033,-4.656612873077393e-10,-1.0074772473619585e-15,462205.26421520376,,
LME_063,Hudson Bay Complex,LME,1251978.6371497132,True,LME preferred whole-region baseline,1251978.6371497107,2.561137080192566e-09,2.0456715507728763e-15,1251978.637149708,,
LME_064,Central Arctic Ocean,LME,3337137.3298031692,True,LME preferred whole-region baseline,3062715.7747948617,274421.55500830757,0.082232622720532,2788294.219786554,,
LME_065,Aleutian Islands,LME,218410.46518548104,True,LME preferred whole-region baseline,218371.0450137916,39.42017168944585,0.00018048664314674207,218331.62484210214,,
LME_066,Canadian High Arctic - North Greenland,LME,599987.2092506643,True,LME preferred whole-region baseline,599729.9410341078,257.2682165565202,0.00042878950182592636,599472.6728175513,,
