scenario_id,model_id,method,scope,fraction,route,valid,reference,standard_ppr_tC,scenario_ppr_tC,signed_excess_pct,absolute_difference_tC
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|all|S0|0,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.0,S0,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|PP|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.2,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|all|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.2,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|inner|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.2,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|PP|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.2,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|all|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.2,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,676.7127932266408,-27.422895208549527,-185.5742401493901
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|inner|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.2,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,674.8104783422024,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|PP|SR|0.2,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.2,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,516.7523377875302,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,460.6608517378714,6.616082357422015,30.47770133937928
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,396.2325384249224,23.95210020600338,94.90601465232828
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.3,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|all|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,676.7127932266408,-27.422895208549527,-185.5742401493901
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|inner|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,674.8104783422024,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|PP|SC|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.3,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,516.7523377875302,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,570.40377342341,-13.896335199613219,-79.26522034615937
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,396.2325384249224,23.95210020600338,94.90601465232828
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.3,SM,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|all|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,918.1853962709426,-46.50987098336259,-427.046843193692
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|inner|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,915.6424976210778,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|PP|SM|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.3,SM,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,701.09896965874,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,460.6608517378714,6.616082357422015,30.47770133937928
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,396.2325384249224,23.95210020600338,94.90601465232828
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.3,SE,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|all|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,676.7127932266408,-27.422895208549527,-185.5742401493901
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|inner|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,674.8104783422024,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|PP|SE|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.3,SE,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,516.7523377875302,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,all,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TE0.1|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TE0.1,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,all,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,460.6608517378714,6.616082357422015,30.47770133937928
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1995_TEmean|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1995_TEmean,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,all,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,396.2325384249224,23.95210020600338,94.90601465232828
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|SPPR_1986|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),SPPR_1986,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,all,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_GE|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_GE,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,all,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_TE_EEfix|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_TE_EEfix,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,all,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,inner,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|new_WithEgestion|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),new_WithEgestion,PP,0.3,SR,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|all|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,all,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,676.7127932266408,-27.422895208549527,-185.5742401493901
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|inner|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,inner,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,674.8104783422024,,
13_2_Northern_Humboldt_Current_(1995-1998)|Ulanowicz_TE|PP|SR|0.3,13_2_Northern_Humboldt_Current_(1995-1998),Ulanowicz_TE,PP,0.3,SR,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,,516.7523377875302,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|all|SC|0.4,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,all,0.4,SC,True,fixed baseline group TL; TE=.1; same original H; all basal sources only,491.13855307725066,491.13855307725066,0.0,0.0
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|inner|SC|0.4,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,inner,0.4,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
13_2_Northern_Humboldt_Current_(1995-1998)|standard_fixed_baseline_TL|PP|SC|0.4,13_2_Northern_Humboldt_Current_(1995-1998),standard_fixed_baseline_TL,PP,0.4,SC,False,fixed baseline group TL; TE=.1; same original H; all basal sources only,,,,
